Selected Gene,Overlapping Gene,Overlapping Strand,Overlapping Gene name,Overlapping Transcript start (bp),Overlapping Transcript end (bp),Overlapping TSS,Selected Strand,Selected Gene name,Selected Transcript start (bp),Selected Transcript end (bp),Selected TSS,overlap type
ENSG00000187860,ENSG00000099995,-1,SF3A1,30331988,30356894,30356894,1,CCDC157,30357007,30378673,30357007,2.0
ENSG00000100253,ENSG00000128165,1,ADM2,50481543,50486437,50481543,1,MIOX,50486859,50490648,50486859,1.0
ENSG00000249222,ENSG00000100243,-1,CYB5R3,42617840,42649392,42649392,-1,ATP5MGL,42639803,42640601,42640601,6.0
ENSG00000183172,ENSG00000177096,1,PHETA2,42074248,42079438,42074248,1,SMDT1,42079700,42084284,42079700,1.0
ENSG00000100156,ENSG00000128298,-1,BAIAP2L2,38084900,38110684,38110684,-1,SLC16A8,38078137,38084184,38084184,1.0
ENSG00000100211,ENSG00000184949,-1,FAM227A,38578118,38656392,38656392,1,CBY1,38656638,38673850,38656638,2.0
ENSG00000241973,ENSG00000099940,1,SNAP29,20859007,20891214,20859007,-1,PI4KA,20707691,20858811,20858811,2.0
ENSG00000225528,ENSG00000100351,1,GRAP2,39901084,39973721,39901084,1,TMA7B,39960397,39964905,39960397,6.0
ENSG00000253352,ENSG00000133422,-1,MORC2,30925130,30968774,30968774,1,TUG1,30969265,30979395,30969265,2.0
ENSG00000100099,ENSG00000100104,1,SRRD,26483877,26494658,26483877,-1,HPS4,26450882,26483783,26483783,2.0
ENSG00000128311,ENSG00000128309,1,MPST,37019742,37029815,37019742,-1,TST,37010865,37019447,37019447,2.0
ENSG00000099949,ENSG00000183773,1,AIFM3,20967255,20981358,20967255,1,LZTR1,20982297,20999032,20982297,1.0
ENSG00000099899,ENSG00000099901,1,RANBP1,20116104,20127355,20116104,-1,TRMT2A,20111875,20117226,20117226,5.0
ENSG00000182944,ENSG00000100263,-1,RHBDD3,29259872,29267981,29267981,1,EWSR1,29268268,29300521,29268268,2.0
ENSG00000077935,ENSG00000128408,1,RIBC2,45413693,45432509,45413693,-1,SMC1B,45344063,45413599,45413599,2.0
ENSG00000128408,ENSG00000077935,-1,SMC1B,45344063,45413599,45413599,1,RIBC2,45413693,45432509,45413693,2.0
ENSG00000215012,ENSG00000185838,-1,GNB1L,19783223,19854874,19854874,-1,RTL10,19846146,19854874,19854874,3.0
ENSG00000099901,ENSG00000099899,-1,TRMT2A,20111875,20117226,20117226,1,RANBP1,20116104,20127355,20116104,5.0
ENSG00000100234,ENSG00000185666,-1,SYN3,32507820,33058381,33058381,1,TIMP3,32801705,32863041,32801705,5.0
ENSG00000198911,ENSG00000100147,1,CCDC134,41800679,41832164,41800679,1,SREBF2,41833105,41907305,41833105,1.0
ENSG00000183765,ENSG00000100209,1,HSCB,28742039,28757510,28742039,-1,CHEK2,28687743,28741820,28741820,2.0
ENSG00000087301,ENSG00000180998,1,GPR137C,52552836,52637713,52552836,-1,TXNDC16,52430596,52552505,52552505,2.0
ENSG00000180998,ENSG00000087301,-1,TXNDC16,52430596,52552505,52552505,1,GPR137C,52552836,52637713,52552836,2.0
ENSG00000126790,ENSG00000050130,1,JKAMP,59484517,59505410,59484517,-1,L3HYPDH,59472606,59484408,59484408,2.0
ENSG00000050130,ENSG00000126790,-1,L3HYPDH,59472606,59484408,59484408,1,JKAMP,59484517,59505410,59484517,2.0
ENSG00000180008,ENSG00000198554,-1,WDHD1,54938949,55027099,55027099,1,SOCS4,55027236,55049489,55027236,2.0
ENSG00000165898,ENSG00000119655,-1,NPC2,74479940,74493305,74493305,1,ISCA2,74493765,74497106,74493765,2.0
ENSG00000198718,ENSG00000179454,-1,KLHL28,44924324,44961947,44961947,1,TOGARAM1,44962190,45074431,44962190,2.0
ENSG00000053770,ENSG00000070367,-1,EXOC5,57200507,57268905,57268905,1,AP5M1,57268971,57298742,57268971,2.0
ENSG00000070367,ENSG00000053770,1,AP5M1,57268971,57298742,57268971,-1,EXOC5,57200507,57268905,57268905,2.0
ENSG00000196663,ENSG00000100865,-1,CINP,102348282,102362890,102362890,1,TECPR2,102362941,102502477,102362941,2.0
ENSG00000066739,ENSG00000100744,1,GSKIP,96363526,96387288,96363526,-1,ATG2B,96279195,96363341,96363341,2.0
ENSG00000090061,ENSG00000183576,-1,SETD3,99397748,99480859,99480859,1,CCNK,99481409,99512440,99481409,2.0
ENSG00000183576,ENSG00000090061,1,CCNK,99481409,99512440,99481409,-1,SETD3,99397748,99480859,99480859,2.0
ENSG00000100865,ENSG00000196663,1,TECPR2,102362941,102502477,102362941,-1,CINP,102348282,102362890,102362890,2.0
ENSG00000100744,ENSG00000066739,-1,ATG2B,96279195,96363341,96363341,1,GSKIP,96363526,96387288,96363526,2.0
ENSG00000179933,ENSG00000100813,-1,ACIN1,23058564,23095136,23095136,1,C14orf119,23095505,23100456,23095505,2.0
ENSG00000166091,ENSG00000166090,1,IL25,23372809,23376403,23372809,1,CMTM5,23377046,23379772,23377046,1.0
ENSG00000213983,ENSG00000092051,-1,JPH4,23568038,23578790,23578790,-1,AP1G2,23559567,23567791,23567791,1.0
ENSG00000165943,ENSG00000153485,1,LYSET,93185317,93188463,93185317,-1,MOAP1,93182199,93184897,93184897,2.0
ENSG00000153485,ENSG00000165943,-1,MOAP1,93182199,93184897,93184897,1,LYSET,93185317,93188463,93185317,2.0
ENSG00000170270,ENSG00000012963,1,UBR7,93207256,93229215,93207256,-1,GON7,93202894,93207065,93207065,2.0
ENSG00000012963,ENSG00000170270,-1,GON7,93202894,93207065,93207065,1,UBR7,93207256,93229215,93207256,2.0
ENSG00000100601,ENSG00000119705,1,SLIRP,77708103,77717598,77708103,-1,ALKBH1,77672404,77708023,77708023,2.0
ENSG00000119705,ENSG00000100601,-1,ALKBH1,77672404,77708023,77708023,1,SLIRP,77708103,77717598,77708103,2.0
ENSG00000198554,ENSG00000180008,1,SOCS4,55027236,55049489,55027236,-1,WDHD1,54938949,55027099,55027099,2.0
ENSG00000119655,ENSG00000165898,1,ISCA2,74493765,74497106,74493765,-1,NPC2,74479940,74493305,74493305,2.0
ENSG00000179454,ENSG00000198718,1,TOGARAM1,44962190,45074431,44962190,-1,KLHL28,44924324,44961947,44961947,2.0
ENSG00000092094,ENSG00000100823,1,APEX1,20455226,20457767,20455226,-1,OSGEP,20446401,20454812,20454812,2.0
ENSG00000100823,ENSG00000092094,-1,OSGEP,20446401,20454812,20454812,1,APEX1,20455226,20457767,20455226,2.0
ENSG00000214274,ENSG00000258818,1,RNASE4,20684560,20701216,20684560,1,ANG,20688764,20694183,20688764,6.0
ENSG00000126215,ENSG00000100711,1,ZFYVE21,103715810,103733664,103715810,-1,XRCC3,103697617,103715451,103715451,2.0
ENSG00000129535,ENSG00000100897,1,DCAF11,24114777,24125242,24114777,-1,NRL,24078662,24114949,24114949,2.0
ENSG00000100889,ENSG00000129535,-1,NRL,24078662,24114949,24114949,1,PCK2,24094311,24104125,24094311,5.0
ENSG00000100897,ENSG00000129535,-1,NRL,24078662,24114949,24114949,1,DCAF11,24114777,24125242,24114777,2.0
ENSG00000100911,ENSG00000092098,1,RNF31,24147498,24160655,24147498,-1,PSME2,24143365,24146610,24146610,2.0
ENSG00000213928,ENSG00000092098,1,RNF31,24147498,24160655,24147498,1,IRF9,24161265,24166565,24161265,1.0
ENSG00000196497,ENSG00000100926,-1,TM9SF1,24189149,24195441,24195441,-1,IPO4,24180219,24188816,24188816,1.0
ENSG00000254505,ENSG00000213920,-1,MDP1,24213943,24216066,24216066,-1,CHMP4A,24209615,24213488,24213488,1.0
ENSG00000213920,ENSG00000129559,-1,NEDD8,24216857,24232367,24232367,-1,MDP1,24213943,24216066,24216066,1.0
ENSG00000100938,ENSG00000129559,-1,NEDD8,24216857,24232367,24232367,1,GMPR2,24232929,24239242,24232929,2.0
ENSG00000129559,ENSG00000100938,1,GMPR2,24232929,24239242,24232929,-1,NEDD8,24216857,24232367,24232367,2.0
ENSG00000157379,ENSG00000196943,1,NOP9,24299850,24309124,24299850,-1,DHRS1,24290598,24299780,24299780,2.0
ENSG00000136305,ENSG00000196943,1,NOP9,24299850,24309124,24299850,-1,CIDEB,24305187,24307977,24307977,5.0
ENSG00000196943,ENSG00000157379,-1,DHRS1,24290598,24299780,24299780,1,NOP9,24299850,24309124,24299850,2.0
ENSG00000213903,ENSG00000213906,1,LTB4R2,24310140,24312038,24310140,1,LTB4R,24311502,24318036,24311502,1.0
ENSG00000129472,ENSG00000092203,1,TOX4,21477195,21499170,21477195,-1,RAB2B,21459020,21476959,21476959,2.0
ENSG00000100575,ENSG00000100578,1,KIAA0586,58427719,58551297,58427719,-1,TIMM9,58408495,58427531,58427531,2.0
ENSG00000100578,ENSG00000100575,-1,TIMM9,58408495,58427531,58427531,1,KIAA0586,58427719,58551297,58427719,2.0
ENSG00000100711,ENSG00000126215,-1,XRCC3,103697617,103715451,103715451,1,ZFYVE21,103715810,103733664,103715810,2.0
ENSG00000134001,ENSG00000100554,-1,ATP6V1D,67337872,67359804,67359804,1,EIF2S1,67360328,67386516,67360328,2.0
ENSG00000119685,ENSG00000133935,-1,ERG28,75649791,75660876,75660876,1,TTLL5,75661246,75955079,75661246,2.0
ENSG00000133935,ENSG00000119685,1,TTLL5,75661246,75955079,75661246,-1,ERG28,75649791,75660876,75660876,2.0
ENSG00000100554,ENSG00000134001,1,EIF2S1,67360328,67386516,67360328,-1,ATP6V1D,67337872,67359804,67359804,2.0
ENSG00000139899,ENSG00000100441,1,KHNYN,24429954,24441843,24429954,-1,CBLN3,24426545,24429668,24429668,2.0
ENSG00000100445,ENSG00000100441,1,KHNYN,24429954,24441843,24429954,-1,SDR39U1,24439766,24442776,24442776,5.0
ENSG00000100441,ENSG00000139899,-1,CBLN3,24426545,24429668,24429668,1,KHNYN,24429954,24441843,24429954,2.0
ENSG00000129467,ENSG00000129465,-1,RIPK3,24336025,24339991,24339991,-1,ADCY4,24318359,24335071,24335071,1.0
ENSG00000183648,ENSG00000165934,1,CPSF2,92121969,92172145,92121969,-1,NDUFB1,92116123,92121706,92121706,2.0
ENSG00000165934,ENSG00000183648,-1,NDUFB1,92116123,92121706,92121706,1,CPSF2,92121969,92172145,92121969,2.0
ENSG00000092203,ENSG00000129472,-1,RAB2B,21459020,21476959,21476959,1,TOX4,21477195,21499170,21477195,2.0
ENSG00000100483,ENSG00000100485,-1,SOS2,50117130,50231578,50231578,-1,VCPKMT,50108637,50116572,50116572,1.0
ENSG00000087299,ENSG00000125375,1,DMAC2L,50312324,50327957,50312324,-1,L2HGDH,50242434,50312229,50312229,2.0
ENSG00000119682,ENSG00000119616,1,FCF1,74713144,74738620,74713144,-1,AREL1,74661256,74713080,74713080,2.0
ENSG00000119616,ENSG00000119682,-1,AREL1,74661256,74713080,74713080,1,FCF1,74713144,74738620,74713144,2.0
ENSG00000100813,ENSG00000179933,1,C14orf119,23095505,23100456,23095505,-1,ACIN1,23058564,23095136,23095136,2.0
ENSG00000100577,ENSG00000009830,-1,POMT2,77274956,77320883,77320883,1,GSTZ1,77321036,77331597,77321036,2.0
ENSG00000100580,ENSG00000100583,1,SAMD15,77377379,77392163,77377379,-1,TMED8,77335029,77377094,77377094,2.0
ENSG00000009830,ENSG00000100577,1,GSTZ1,77321036,77331597,77321036,-1,POMT2,77274956,77320883,77320883,2.0
ENSG00000184887,ENSG00000185024,-1,BRF1,105209286,105301001,105301001,1,BTBD6,105248533,105251093,105248533,5.0
ENSG00000196792,ENSG00000100478,1,AP4S1,31025649,31096450,31025649,-1,STRN3,30893804,31026379,31026379,2.0
ENSG00000100478,ENSG00000196792,-1,STRN3,30893804,31026379,31026379,1,AP4S1,31025649,31096450,31025649,2.0
ENSG00000126804,ENSG00000089775,-1,ZBTB25,64478051,64503838,64503838,1,ZBTB1,64504770,64524951,64504770,2.0
ENSG00000165948,ENSG00000089737,-1,DDX24,94048287,94081202,94081202,1,IFI27L1,94081310,94102709,94081310,2.0
ENSG00000226174,ENSG00000179364,1,PACS2,105314748,105398147,105314748,1,TEX22,105398538,105413859,105398538,1.0
ENSG00000256053,ENSG00000166170,-1,BAG5,103556551,103562657,103562657,1,COA8,103562960,103590896,103562960,2.0
ENSG00000125375,ENSG00000087299,-1,L2HGDH,50242434,50312229,50312229,1,DMAC2L,50312324,50327957,50312324,2.0
ENSG00000156050,ENSG00000119723,1,COQ6,73950302,73963670,73950302,-1,FAM161B,73932276,73950094,73950094,2.0
ENSG00000119723,ENSG00000156050,-1,FAM161B,73932276,73950094,73950094,1,COQ6,73950302,73963670,73950302,2.0
ENSG00000187097,ENSG00000119636,1,BBOF1,74019349,74066092,74019349,-1,ENTPD5,73963230,74019288,74019288,2.0
ENSG00000119636,ENSG00000187097,-1,ENTPD5,73963230,74019288,74019288,1,BBOF1,74019349,74066092,74019349,2.0
ENSG00000119711,ENSG00000205659,1,LIN52,74084956,74201493,74084956,-1,ALDH6A1,74056847,74084453,74084453,2.0
ENSG00000205659,ENSG00000119711,-1,ALDH6A1,74056847,74084453,74084453,1,LIN52,74084956,74201493,74084956,2.0
ENSG00000092020,ENSG00000100890,1,PRORP,35122552,35277622,35122552,-1,PPP2R3C,35085472,35121990,35121990,2.0
ENSG00000100890,ENSG00000092020,-1,PPP2R3C,35085472,35121990,35121990,1,PRORP,35122552,35277622,35122552,2.0
ENSG00000151445,ENSG00000100591,1,AHSA1,77458093,77469472,77458093,-1,VIPAS39,77426675,77457601,77457601,2.0
ENSG00000100591,ENSG00000151445,-1,VIPAS39,77426675,77457601,77457601,1,AHSA1,77458093,77469472,77458093,2.0
ENSG00000100632,ENSG00000029364,1,SLC39A9,69398692,69462390,69398692,-1,ERH,69380128,69398299,69398299,2.0
ENSG00000029364,ENSG00000100632,-1,ERH,69380128,69398299,69398299,1,SLC39A9,69398692,69462390,69398692,2.0
ENSG00000184227,ENSG00000187105,-1,HEATR4,73478484,73558947,73558947,1,ACOT1,73537143,73543796,73537143,5.0
ENSG00000170468,ENSG00000187105,-1,HEATR4,73478484,73558947,73558947,1,RIOX1,73490933,73493394,73490933,5.0
ENSG00000176903,ENSG00000156030,-1,MIDEAS,73715122,73760303,73760303,-1,PNMA1,73711783,73714384,73714384,1.0
ENSG00000100583,ENSG00000100580,-1,TMED8,77335029,77377094,77377094,1,SAMD15,77377379,77392163,77377379,2.0
ENSG00000166170,ENSG00000256053,1,COA8,103562960,103590896,103562960,-1,BAG5,103556551,103562657,103562657,2.0
ENSG00000129514,ENSG00000139865,1,TTC6,37595629,37842717,37595629,-1,FOXA1,37589552,37595249,37595249,2.0
ENSG00000139865,ENSG00000129514,-1,FOXA1,37589552,37595249,37595249,1,TTC6,37595629,37842717,37595629,2.0
ENSG00000227729,ENSG00000156414,1,TDRD9,103928456,104052667,103928456,-1,RD3L,103940426,103942529,103942529,5.0
ENSG00000089775,ENSG00000126804,1,ZBTB1,64504770,64524951,64504770,-1,ZBTB25,64478051,64503838,64503838,2.0
ENSG00000092098,ENSG00000100911,-1,PSME2,24143365,24146610,24146610,1,RNF31,24147498,24160655,24147498,2.0
ENSG00000165502,ENSG00000168282,1,MGAT2,49620799,49623481,49620799,-1,RPL36AL,49618530,49620626,49620626,2.0
ENSG00000168282,ENSG00000165502,-1,RPL36AL,49618530,49620626,49620626,1,MGAT2,49620799,49623481,49620799,2.0
ENSG00000126814,ENSG00000139974,1,SLC38A6,60981245,61052630,60981245,-1,TRMT5,60971441,60981079,60981079,2.0
ENSG00000139974,ENSG00000126814,-1,TRMT5,60971441,60981079,60981079,1,SLC38A6,60981245,61052630,60981245,2.0
ENSG00000089737,ENSG00000165948,1,IFI27L1,94081310,94102709,94081310,-1,DDX24,94048287,94081202,94081202,2.0
ENSG00000125363,ENSG00000047648,-1,ARHGAP6,11137544,11665920,11665920,1,AMELX,11293413,11300761,11293413,5.0
ENSG00000169084,ENSG00000214717,-1,ZBED1,2486435,2500976,2500976,-1,DHRSX,2219506,2500976,2500976,3.0
ENSG00000169906,ENSG00000047230,-1,CTPS2,16587999,16712669,16712669,1,S100G,16650158,16654670,16650158,5.0
ENSG00000268994,ENSG00000184911,1,DMRTC1B,72776890,72848803,72776890,-1,FAM236B,72781865,72782660,72782660,5.0
ENSG00000225396,ENSG00000184911,1,DMRTC1B,72776890,72848803,72776890,-1,FAM236D,72807425,72808210,72808210,5.0
ENSG00000230797,ENSG00000012174,1,MBTPS2,21839617,21885423,21839617,1,YY2,21855987,21858740,21855987,6.0
ENSG00000131171,ENSG00000198157,-1,HMGN5,81113699,81201913,81201913,1,SH3BGRL,81202102,81298547,81202102,2.0
ENSG00000101844,ENSG00000101843,-1,PSMD10,108084207,108091542,108091542,1,ATG4A,108091778,108154671,108091778,2.0
ENSG00000101843,ENSG00000101844,1,ATG4A,108091778,108154671,108091778,-1,PSMD10,108084207,108091542,108091542,2.0
ENSG00000283594,ENSG00000269502,-1,DMRTC1,72872025,72943837,72943837,1,FAM236C,72912615,72913401,72912615,5.0
ENSG00000275520,ENSG00000269502,-1,DMRTC1,72872025,72943837,72943837,1,FAM236A,72938206,72938958,72938206,5.0
ENSG00000185753,ENSG00000180182,-1,MED14,40648305,40735542,40735542,-1,CXorf38,40626921,40647561,40647561,1.0
ENSG00000182712,ENSG00000214827,-1,MTCP1,155064034,155071136,155071136,-1,CMC4,155061622,155071136,155071136,3.0
ENSG00000182712,ENSG00000185515,1,BRCC3,155071508,155123077,155071508,-1,CMC4,155061622,155071136,155071136,2.0
ENSG00000185515,ENSG00000214827,-1,MTCP1,155064034,155071136,155071136,1,BRCC3,155071508,155123077,155071508,2.0
ENSG00000185515,ENSG00000182712,-1,CMC4,155061622,155071136,155071136,1,BRCC3,155071508,155123077,155071508,2.0
ENSG00000214827,ENSG00000185515,1,BRCC3,155071508,155123077,155071508,-1,MTCP1,155064034,155071136,155071136,2.0
ENSG00000214827,ENSG00000182712,-1,CMC4,155061622,155071136,155071136,-1,MTCP1,155064034,155071136,155071136,3.0
ENSG00000198157,ENSG00000131171,1,SH3BGRL,81202102,81298547,81202102,-1,HMGN5,81113699,81201913,81201913,2.0
ENSG00000204086,ENSG00000147202,1,DIAPH2,96684842,97604997,96684842,1,RPA4,96883908,96885467,96883908,6.0
ENSG00000186310,ENSG00000179083,1,FAM133A,93674206,93712265,93674206,-1,NAP1L3,93670930,93673578,93673578,2.0
ENSG00000102265,ENSG00000008056,-1,SYN1,47571901,47619857,47619857,1,TIMP1,47582436,47586789,47582436,5.0
ENSG00000147166,ENSG00000147140,1,NONO,71283635,71301168,71283635,1,ITGB1BP2,71301750,71305371,71301750,1.0
ENSG00000185973,ENSG00000168939,1,SPRY3,155612586,155782459,155612586,-1,TMLHE,155489011,155612952,155612952,2.0
ENSG00000071859,ENSG00000203879,1,GDI1,154437154,154443467,154437154,1,FAM50A,154444141,154450654,154444141,1.0
ENSG00000102178,ENSG00000126903,-1,SLC10A3,154487311,154490629,154490629,-1,UBL4A,154483717,154486615,154486615,1.0
ENSG00000147180,ENSG00000184788,-1,SATL1,85092284,85243779,85243779,1,ZNF711,85243991,85273357,85243991,2.0
ENSG00000277150,ENSG00000277745,-1,H2AB3,155459415,155460005,155460005,-1,F8A3,155456914,155458620,155458620,1.0
ENSG00000175718,ENSG00000130224,-1,LRCH2,115110616,115234096,115234096,1,RBMXL3,115189410,115192868,115189410,5.0
ENSG00000130021,ENSG00000101846,1,STS,7147712,7354641,7147712,-1,PUDP,7048920,7148153,7148153,2.0
ENSG00000171657,ENSG00000147044,-1,CASK,41514934,41923554,41923554,1,GPR82,41724181,41730130,41724181,5.0
ENSG00000171659,ENSG00000147044,-1,CASK,41514934,41923554,41923554,1,GPR34,41688973,41697275,41688973,5.0
ENSG00000165197,ENSG00000087842,-1,PIR,15384799,15493333,15493333,-1,VEGFD,15345596,15384413,15384413,1.0
ENSG00000158423,ENSG00000072501,-1,SMC1A,53374149,53422654,53422654,1,RIBC1,53422873,53431115,53422873,2.0
ENSG00000185825,ENSG00000101986,1,ABCD1,153724856,153744755,153724856,-1,BCAP31,153700492,153724387,153724387,2.0
ENSG00000101986,ENSG00000185825,-1,BCAP31,153700492,153724387,153724387,1,ABCD1,153724856,153744755,153724856,2.0
ENSG00000180879,ENSG00000067829,-1,IDH3G,153785768,153794375,153794375,1,SSR4,153794668,153798499,153794668,2.0
ENSG00000172534,ENSG00000177854,1,TMEM187,153972754,153983194,153972754,-1,HCFC1,153947557,153971818,153971818,2.0
ENSG00000177854,ENSG00000172534,-1,HCFC1,153947557,153971818,153971818,1,TMEM187,153972754,153983194,153972754,2.0
ENSG00000126953,ENSG00000010671,-1,BTK,101349450,101386191,101386191,-1,TIMM8A,101345661,101348742,101348742,1.0
ENSG00000126945,ENSG00000102393,-1,GLA,101397803,101407925,101407925,1,HNRNPH2,101408222,101414133,101408222,2.0
ENSG00000204165,ENSG00000147168,-1,IL2RG,71107404,71111577,71111577,-1,CXorf65,71103889,71106740,71106740,1.0
ENSG00000184788,ENSG00000147180,1,ZNF711,85243991,85273357,85243991,-1,SATL1,85092284,85243779,85243779,2.0
ENSG00000072501,ENSG00000158423,1,RIBC1,53422873,53431115,53422873,-1,SMC1A,53374149,53422654,53422654,2.0
ENSG00000288661,ENSG00000131089,-1,ARHGEF9,63634967,63785214,63785214,-1,,63754485,63754664,63754664,6.0
ENSG00000166707,ENSG00000269743,-1,SLC25A53,104099214,104157009,104157009,1,ZCCHC18,104112523,104115842,104112523,5.0
ENSG00000125352,ENSG00000125356,1,NDUFA1,119871832,119876662,119871832,-1,RNF113A,119870475,119871733,119871733,2.0
ENSG00000125356,ENSG00000125352,-1,RNF113A,119870475,119871733,119871733,1,NDUFA1,119871832,119876662,119871832,2.0
ENSG00000046651,ENSG00000196459,-1,TRAPPC2,13712245,13734620,13734620,1,OFD1,13734748,13769357,13734748,2.0
ENSG00000186376,ENSG00000173275,1,ZNF449,135344796,135363413,135344796,-1,ZNF75D,135285791,135344109,135344109,2.0
ENSG00000283644,ENSG00000186376,-1,ZNF75D,135285791,135344109,135344109,1,ETDC,135309480,135309659,135309480,5.0
ENSG00000173275,ENSG00000186376,-1,ZNF75D,135285791,135344109,135344109,1,ZNF449,135344796,135363413,135344796,2.0
ENSG00000288706,ENSG00000130066,1,SAT1,23783173,23786210,23783173,1,,23783278,23783367,23783278,3.0
ENSG00000184831,ENSG00000165182,1,CXorf58,23908006,23939509,23908006,-1,APOO,23833353,23907938,23907938,2.0
ENSG00000165182,ENSG00000184831,-1,APOO,23833353,23907938,23907938,1,CXorf58,23908006,23939509,23908006,2.0
ENSG00000274183,ENSG00000185010,-1,F8,154835792,155022723,155022723,1,H2AB1,154884972,154885558,154884972,5.0
ENSG00000288722,ENSG00000185010,-1,F8,154835792,155022723,155022723,1,F8A1,154886355,154888061,154886355,5.0
ENSG00000288722,ENSG00000274183,1,H2AB1,154884972,154885558,154884972,1,F8A1,154886355,154888061,154886355,1.0
ENSG00000288709,ENSG00000277858,1,H2AB2,155380709,155381299,155380709,1,F8A2,155382095,155383801,155382095,1.0
ENSG00000226784,ENSG00000165240,1,ATP7A,77910693,78050395,77910693,-1,PGAM4,77967949,77969638,77969638,5.0
ENSG00000196459,ENSG00000046651,1,OFD1,13734748,13769357,13734748,-1,TRAPPC2,13712245,13734620,13734620,2.0
ENSG00000130066,ENSG00000288706,1,,23783278,23783367,23783278,1,SAT1,23783173,23786210,23783173,3.0
ENSG00000214717,ENSG00000169084,-1,DHRSX,2219506,2500976,2500976,-1,ZBED1,2486435,2500976,2500976,3.0
ENSG00000269586,ENSG00000181433,1,SAGE1,135893716,135913062,135893716,-1,CT45A10,135881065,135893444,135893444,2.0
ENSG00000179083,ENSG00000186310,-1,NAP1L3,93670930,93673578,93673578,1,FAM133A,93674206,93712265,93674206,2.0
ENSG00000198930,ENSG00000213401,1,MAGEA12,152733757,152737669,152733757,-1,CSAG1,152727484,152733721,152733721,2.0
ENSG00000213401,ENSG00000198930,-1,CSAG1,152727484,152733721,152733721,1,MAGEA12,152733757,152737669,152733757,2.0
ENSG00000147400,ENSG00000147383,1,NSDHL,152831063,152869729,152831063,-1,CETN2,152826994,152830757,152830757,2.0
ENSG00000147383,ENSG00000147400,-1,CETN2,152826994,152830757,152830757,1,NSDHL,152831063,152869729,152831063,2.0
ENSG00000067829,ENSG00000180879,1,SSR4,153794668,153798499,153794668,-1,IDH3G,153785768,153794375,153794375,2.0
ENSG00000101846,ENSG00000130021,-1,PUDP,7048920,7148153,7148153,1,STS,7147712,7354641,7147712,2.0
