Selected Gene,Selected Gene name,Selected Strand,Selected TSS,Overlapping Gene,Overlapping Gene name,Overlapping Strand,Overlapping TSS
ENSG00000213593,TMX2,1,57712593,ENSG00000156603,MED19,-1,57712215
ENSG00000180425,C11orf71,-1,114400511,ENSG00000076053,RBM7,1,114400666
ENSG00000076053,RBM7,1,114400666,ENSG00000180425,C11orf71,-1,114400511
ENSG00000165526,RPUSD4,-1,126211650,ENSG00000197798,FAM118B,1,126211782
ENSG00000142082,SIRT3,-1,236342,ENSG00000185627,PSMD13,1,236976
ENSG00000132275,RRP8,-1,6603616,ENSG00000166333,ILK,1,6603774
ENSG00000166333,ILK,1,6603774,ENSG00000132275,RRP8,-1,6603616
ENSG00000168014,C2CD3,-1,74171002,ENSG00000214517,PPME1,1,74171289
ENSG00000149231,CCDC82,-1,96389912,ENSG00000183340,JRKL,1,96390013
ENSG00000183340,JRKL,1,96390013,ENSG00000149231,CCDC82,-1,96389912
ENSG00000167986,DDB1,-1,61333105,ENSG00000149476,TKFC,1,61333228
ENSG00000149476,TKFC,1,61333228,ENSG00000167986,DDB1,-1,61333105
ENSG00000162144,CYB561A3,-1,61361882,ENSG00000149483,TMEM138,1,61362374
ENSG00000149532,CPSF7,-1,61429975,ENSG00000167985,SDHAF2,1,61430124
ENSG00000167985,SDHAF2,1,61430124,ENSG00000149532,CPSF7,-1,61429975
ENSG00000149489,ROM1,1,62613257,ENSG00000149499,EML3,-1,62612775
ENSG00000149499,EML3,-1,62612775,ENSG00000149489,ROM1,1,62613257
ENSG00000278615,C11orf98,-1,62665210,ENSG00000214756,CSKMT,1,62665312
ENSG00000214756,CSKMT,1,62665312,ENSG00000278615,C11orf98,-1,62665210
ENSG00000204922,UQCC3,1,62671673,ENSG00000162194,LBHD1,-1,62672267
ENSG00000162188,GNG3,1,62707676,ENSG00000168000,BSCL2,-1,62707424
ENSG00000150773,PIH1D2,-1,112074017,ENSG00000150776,NKAPD1,1,112074299
ENSG00000118181,RPS25,-1,119018343,ENSG00000196655,TRAPPC4,1,119018766
ENSG00000196655,TRAPPC4,1,119018766,ENSG00000118181,RPS25,-1,119018343
ENSG00000132254,ARFIP2,-1,6481331,ENSG00000132286,TIMM10B,1,6481501
ENSG00000132286,TIMM10B,1,6481501,ENSG00000132254,ARFIP2,-1,6481331
ENSG00000173113,TRMT112,-1,64317559,ENSG00000126432,PRDX5,1,64318121
ENSG00000168000,BSCL2,-1,62707424,ENSG00000162188,GNG3,1,62707676
ENSG00000182791,CCDC87,-1,66593063,ENSG00000173992,CCS,1,66593185
ENSG00000173992,CCS,1,66593185,ENSG00000182791,CCDC87,-1,66593063
ENSG00000137492,THAP12,-1,76381132,ENSG00000179240,GVQW3,1,76381323
ENSG00000179240,GVQW3,1,76381323,ENSG00000137492,THAP12,-1,76381132
ENSG00000167332,OR51E2,-1,4697853,ENSG00000197674,OR51C1P,-1,4697853
ENSG00000166441,RPL27A,1,8682792,ENSG00000166436,TRIM66,-1,8682665
ENSG00000149089,APIP,-1,34916379,ENSG00000110435,PDHX,1,34916618
ENSG00000110435,PDHX,1,34916618,ENSG00000149089,APIP,-1,34916379
ENSG00000048649,RSF1,-1,77820722,ENSG00000087884,AAMDC,1,77821144
ENSG00000177042,TMEM80,1,695816,ENSG00000177030,DEAF1,-1,695222
ENSG00000177963,RIC8A,1,207708,ENSG00000177951,BET1L,-1,207399
ENSG00000170959,DCDC1,-1,31369739,ENSG00000170946,DNAJC24,1,31369860
ENSG00000156603,MED19,-1,57712215,ENSG00000213593,TMX2,1,57712593
ENSG00000160613,PCSK7,-1,117232073,ENSG00000167257,RNF214,1,117232671
ENSG00000137497,NUMA1,-1,72080542,ENSG00000184154,LRRC51,1,72080850
ENSG00000185627,PSMD13,1,236976,ENSG00000142082,SIRT3,-1,236342
ENSG00000177951,BET1L,-1,207399,ENSG00000177963,RIC8A,1,207708
ENSG00000184154,LRRC51,1,72080850,ENSG00000137497,NUMA1,-1,72080542
ENSG00000110756,HPS5,-1,18322140,ENSG00000110768,GTF2H1,1,18322567
ENSG00000110768,GTF2H1,1,18322567,ENSG00000110756,HPS5,-1,18322140
ENSG00000151502,VPS26B,1,134224671,ENSG00000151503,NCAPD3,-1,134223967
ENSG00000151500,THYN1,-1,134253352,ENSG00000151498,ACAD8,1,134253568
ENSG00000151498,ACAD8,1,134253568,ENSG00000151500,THYN1,-1,134253352
ENSG00000149311,ATM,1,108223067,ENSG00000149308,NPAT,-1,108222638
ENSG00000177030,DEAF1,-1,695222,ENSG00000177042,TMEM80,1,695816
ENSG00000151503,NCAPD3,-1,134223967,ENSG00000151502,VPS26B,1,134224671
ENSG00000110074,FOXRED1,1,126269154,ENSG00000182934,SRPRA,-1,126268895
ENSG00000214063,TSPAN4,1,842852,ENSG00000177700,POLR2L,-1,842529
ENSG00000149483,TMEM138,1,61362374,ENSG00000162144,CYB561A3,-1,61361882
ENSG00000162194,LBHD1,-1,62672267,ENSG00000204922,UQCC3,1,62671673
ENSG00000188997,KCTD21,-1,78188626,ENSG00000118369,USP35,1,78188919
ENSG00000118369,USP35,1,78188919,ENSG00000188997,KCTD21,-1,78188626
ENSG00000110665,C11orf21,-1,2301918,ENSG00000064201,TSPAN32,1,2302013
ENSG00000064201,TSPAN32,1,2302013,ENSG00000110665,C11orf21,-1,2301918
ENSG00000146670,CDCA5,-1,65084040,ENSG00000162300,ZFPL1,1,65084222
ENSG00000162300,ZFPL1,1,65084222,ENSG00000146670,CDCA5,-1,65084040
ENSG00000149806,FAU,-1,65122134,ENSG00000149792,MRPL49,1,65122321
ENSG00000149792,MRPL49,1,65122321,ENSG00000149806,FAU,-1,65122134
ENSG00000070985,TRPM5,-1,2444514,ENSG00000053918,KCNQ1,1,2445008
ENSG00000150316,CWC15,-1,94973556,ENSG00000186280,KDM4D,1,94973709
ENSG00000186280,KDM4D,1,94973709,ENSG00000150316,CWC15,-1,94973556
ENSG00000020922,MRE11,-1,94493844,ENSG00000168876,ANKRD49,1,94493984
ENSG00000168876,ANKRD49,1,94493984,ENSG00000020922,MRE11,-1,94493844
ENSG00000087884,AAMDC,1,77821144,ENSG00000048649,RSF1,-1,77820722
ENSG00000254469,XNDC1N,-1,71928594,ENSG00000137522,RNF121,1,71929046
ENSG00000197674,OR51C1P,-1,4697853,ENSG00000167332,OR51E2,-1,4697853
ENSG00000118363,SPCS2,1,74949266,ENSG00000166435,XRRA1,-1,74949091
ENSG00000182359,KBTBD3,-1,106077347,ENSG00000149313,AASDHPPT,1,106077662
ENSG00000149313,AASDHPPT,1,106077662,ENSG00000182359,KBTBD3,-1,106077347
ENSG00000166435,XRRA1,-1,74949091,ENSG00000118363,SPCS2,1,74949266
ENSG00000166436,TRIM66,-1,8682665,ENSG00000166441,RPL27A,1,8682792
ENSG00000180423,HARBI1,-1,46617227,ENSG00000175224,ATG13,1,46617553
ENSG00000175224,ATG13,1,46617553,ENSG00000180423,HARBI1,-1,46617227
ENSG00000175220,ARHGAP1,-1,46700619,ENSG00000175213,ZNF408,1,46701031
ENSG00000175213,ZNF408,1,46701031,ENSG00000175220,ARHGAP1,-1,46700619
ENSG00000053918,KCNQ1,1,2445008,ENSG00000070985,TRPM5,-1,2444514
ENSG00000204370,SDHD,1,112086873,ENSG00000150779,TIMM8B,-1,112086756
ENSG00000074755,ZZEF1,-1,4143030,ENSG00000167740,CYB5D2,1,4143197
ENSG00000256806,C17orf100,1,6651762,ENSG00000108590,MED31,-1,6651605
ENSG00000129235,TXNDC17,1,6641060,ENSG00000198920,KIAA0753,-1,6640711
ENSG00000198920,KIAA0753,-1,6640711,ENSG00000129235,TXNDC17,1,6641060
ENSG00000108590,MED31,-1,6651605,ENSG00000256806,C17orf100,1,6651762
ENSG00000198783,ZNF830,1,34961540,ENSG00000132141,CCT6B,-1,34961460
ENSG00000132141,CCT6B,-1,34961460,ENSG00000198783,ZNF830,1,34961540
ENSG00000278540,ACACA,-1,37406836,ENSG00000276234,TADA2A,1,37406886
ENSG00000276234,TADA2A,1,37406886,ENSG00000278540,ACACA,-1,37406836
ENSG00000172057,ORMDL3,-1,39927601,ENSG00000204913,LRRC3C,1,39927732
ENSG00000176563,CNTD1,1,42798861,ENSG00000183978,COA3,-1,42798704
ENSG00000229637,PRAC2,1,48723185,ENSG00000159182,PRAC1,-1,48722518
ENSG00000159182,PRAC1,-1,48722518,ENSG00000229637,PRAC2,1,48723185
ENSG00000108798,ABI3,1,49210707,ENSG00000167083,GNGT2,-1,49210574
ENSG00000183978,COA3,-1,42798704,ENSG00000176563,CNTD1,1,42798861
ENSG00000167083,GNGT2,-1,49210574,ENSG00000108798,ABI3,1,49210707
ENSG00000011260,UTP18,1,51260546,ENSG00000011258,MBTD1,-1,51260049
ENSG00000180901,KCTD2,1,75047225,ENSG00000167863,ATP5PD,-1,75046969
ENSG00000166260,COX11,-1,54968654,ENSG00000166263,STXBP4,1,54968765
ENSG00000011258,MBTD1,-1,51260049,ENSG00000011260,UTP18,1,51260546
ENSG00000166263,STXBP4,1,54968765,ENSG00000166260,COX11,-1,54968654
ENSG00000109079,TNFAIP1,1,28335761,ENSG00000109083,IFT20,-1,28335472
ENSG00000004142,POLDIP2,-1,28357527,ENSG00000244045,TMEM199,1,28357647
ENSG00000244045,TMEM199,1,28357647,ENSG00000004142,POLDIP2,-1,28357527
ENSG00000186532,SMYD4,-1,1829902,ENSG00000132383,RPA1,1,1830005
ENSG00000132383,RPA1,1,1830005,ENSG00000186532,SMYD4,-1,1829902
ENSG00000224877,NDUFAF8,1,81239318,ENSG00000167302,TEPSIN,-1,81239055
ENSG00000167740,CYB5D2,1,4143197,ENSG00000074755,ZZEF1,-1,4143030
ENSG00000182224,CYB5D1,1,7858003,ENSG00000183011,NAA38,-1,7857559
ENSG00000170043,TRAPPC1,-1,7931946,ENSG00000170037,CNTROB,1,7932206
ENSG00000170037,CNTROB,1,7932206,ENSG00000170043,TRAPPC1,-1,7931946
ENSG00000170310,STX8,-1,9575820,ENSG00000166596,CFAP52,1,9576642
ENSG00000166596,CFAP52,1,9576642,ENSG00000170310,STX8,-1,9575820
ENSG00000133028,SCO1,-1,10697533,ENSG00000170222,ADPRM,1,10697594
ENSG00000170222,ADPRM,1,10697594,ENSG00000133028,SCO1,-1,10697533
ENSG00000108883,EFTUD2,-1,44899445,ENSG00000167131,CCDC103,1,44899729
ENSG00000167131,CCDC103,1,44899729,ENSG00000108883,EFTUD2,-1,44899445
ENSG00000181396,OGFOD3,-1,82418586,ENSG00000169660,HEXD,1,82418347
ENSG00000204237,OXLD1,-1,81666605,ENSG00000185298,CCDC137,1,81666737
ENSG00000185298,CCDC137,1,81666737,ENSG00000204237,OXLD1,-1,81666605
ENSG00000108469,RECQL5,-1,75667154,ENSG00000161526,SAP30BP,1,75667338
ENSG00000161526,SAP30BP,1,75667338,ENSG00000108469,RECQL5,-1,75667154
ENSG00000257949,TEN1,1,75979240,ENSG00000161533,ACOX1,-1,75979166
ENSG00000070495,JMJD6,-1,76726606,ENSG00000181038,METTL23,1,76726839
ENSG00000169660,HEXD,1,82418347,ENSG00000181396,OGFOD3,-1,82418586
ENSG00000109083,IFT20,-1,28335472,ENSG00000109079,TNFAIP1,1,28335761
ENSG00000181038,METTL23,1,76726839,ENSG00000070495,JMJD6,-1,76726606
ENSG00000132581,SDF2,-1,28661906,ENSG00000109111,SUPT6H,1,28662205
ENSG00000109111,SUPT6H,1,28662205,ENSG00000132581,SDF2,-1,28661906
ENSG00000182628,SKA2,-1,59155186,ENSG00000068489,PRR11,1,59155746
ENSG00000068489,PRR11,1,59155746,ENSG00000182628,SKA2,-1,59155186
ENSG00000070366,SMG6,-1,2303785,ENSG00000167720,SRR,1,2303950
ENSG00000167720,SRR,1,2303950,ENSG00000070366,SMG6,-1,2303785
ENSG00000159111,MRPL10,-1,47831541,ENSG00000141294,LRRC46,1,47831670
ENSG00000141294,LRRC46,1,47831670,ENSG00000159111,MRPL10,-1,47831541
ENSG00000108654,DDX5,-1,64506289,ENSG00000258890,CEP95,1,64506977
ENSG00000185359,HGS,1,81684011,ENSG00000214087,ARL16,-1,81683797
ENSG00000125447,GGA3,-1,75261606,ENSG00000125445,MRPS7,1,75261879
ENSG00000125445,MRPS7,1,75261879,ENSG00000125447,GGA3,-1,75261606
ENSG00000141497,ZMYND15,1,4739833,ENSG00000161921,CXCL16,-1,4739928
ENSG00000141699,RETREG3,-1,42609374,ENSG00000131462,TUBG1,1,42609683
ENSG00000167900,TK1,-1,78187052,ENSG00000183077,AFMID,1,78187362
ENSG00000183684,ALYREF,-1,81891586,ENSG00000141552,ANAPC11,1,81891723
ENSG00000141552,ANAPC11,1,81891723,ENSG00000183684,ALYREF,-1,81891586
ENSG00000131462,TUBG1,1,42609683,ENSG00000141699,RETREG3,-1,42609374
ENSG00000184451,CCR10,-1,42681843,ENSG00000108797,CNTNAP1,1,42682531
ENSG00000108797,CNTNAP1,1,42682531,ENSG00000184451,CCR10,-1,42681843
ENSG00000171861,MRM3,1,782353,ENSG00000167699,GLOD4,-1,782280
ENSG00000214087,ARL16,-1,81683797,ENSG00000185359,HGS,1,81684011
ENSG00000141337,ARSG,1,68291495,ENSG00000108932,SLC16A6,-1,68291127
ENSG00000177303,CASKIN2,-1,75515537,ENSG00000182173,TSEN54,1,75516528
ENSG00000182173,TSEN54,1,75516528,ENSG00000177303,CASKIN2,-1,75515537
ENSG00000181409,AATK,-1,81166221,ENSG00000225180,PVALEF,1,81165507
ENSG00000225180,PVALEF,1,81165507,ENSG00000181409,AATK,-1,81166221
ENSG00000167302,TEPSIN,-1,81239055,ENSG00000224877,NDUFAF8,1,81239318
ENSG00000214226,C17orf67,-1,56833920,ENSG00000153933,DGKE,1,56834151
ENSG00000153933,DGKE,1,56834151,ENSG00000214226,C17orf67,-1,56833920
ENSG00000267060,PTGES3L,-1,42980080,ENSG00000198863,RUNDC1,1,42980565
ENSG00000108826,MRPL27,-1,50373184,ENSG00000154920,EME1,1,50373229
ENSG00000154920,EME1,1,50373229,ENSG00000108826,MRPL27,-1,50373184
ENSG00000167863,ATP5PD,-1,75046969,ENSG00000180901,KCTD2,1,75047225
ENSG00000175826,CTDNEP1,-1,7251734,ENSG00000170291,ELP5,1,7252215
ENSG00000183011,NAA38,-1,7857559,ENSG00000182224,CYB5D1,1,7858003
ENSG00000169733,RFNG,-1,82051811,ENSG00000169727,GPS1,1,82051898
ENSG00000204913,LRRC3C,1,39927732,ENSG00000172057,ORMDL3,-1,39927601
ENSG00000092931,MFSD11,1,76738119,ENSG00000161547,SRSF2,-1,76737331
ENSG00000108932,SLC16A6,-1,68291127,ENSG00000141337,ARSG,1,68291495
ENSG00000258890,CEP95,1,64506977,ENSG00000108654,DDX5,-1,64506289
ENSG00000141219,C17orf80,1,73232433,ENSG00000133193,FAM104A,-1,73232394
ENSG00000133193,FAM104A,-1,73232394,ENSG00000141219,C17orf80,1,73232433
ENSG00000183077,AFMID,1,78187362,ENSG00000167900,TK1,-1,78187052
ENSG00000167699,GLOD4,-1,782280,ENSG00000171861,MRM3,1,782353
ENSG00000170291,ELP5,1,7252215,ENSG00000175826,CTDNEP1,-1,7251734
ENSG00000161533,ACOX1,-1,75979166,ENSG00000257949,TEN1,1,75979240
ENSG00000198863,RUNDC1,1,42980565,ENSG00000267060,PTGES3L,-1,42980080
ENSG00000108528,SLC25A11,-1,4940046,ENSG00000108523,RNF167,1,4940268
ENSG00000108523,RNF167,1,4940268,ENSG00000108528,SLC25A11,-1,4940046
ENSG00000129250,KIF1C,1,4997950,ENSG00000196388,INCA1,-1,4997522
ENSG00000196388,INCA1,-1,4997522,ENSG00000129250,KIF1C,1,4997950
ENSG00000141519,CCDC40,1,80036642,ENSG00000167291,TBC1D16,-1,80035872
ENSG00000182612,TSPAN10,1,81637196,ENSG00000182446,NPLOC4,-1,81637112
ENSG00000121101,TEX14,-1,58692045,ENSG00000108384,RAD51C,1,58692602
ENSG00000121101,TEX14,-1,58692045,ENSG00000266826,IGBP1C,-1,58692045
ENSG00000266826,IGBP1C,-1,58692045,ENSG00000108384,RAD51C,1,58692602
ENSG00000266826,IGBP1C,-1,58692045,ENSG00000121101,TEX14,-1,58692045
ENSG00000108384,RAD51C,1,58692602,ENSG00000266826,IGBP1C,-1,58692045
ENSG00000108384,RAD51C,1,58692602,ENSG00000121101,TEX14,-1,58692045
ENSG00000040531,CTNS,1,3636760,ENSG00000197417,SHPK,-1,3636250
ENSG00000197417,SHPK,-1,3636250,ENSG00000040531,CTNS,1,3636760
ENSG00000213977,TAX1BP3,-1,3668578,ENSG00000127774,EMC6,1,3668812
ENSG00000127774,EMC6,1,3668812,ENSG00000213977,TAX1BP3,-1,3668578
ENSG00000108588,CCDC47,-1,63773597,ENSG00000198231,DDX42,1,63774170
ENSG00000198231,DDX42,1,63774170,ENSG00000108588,CCDC47,-1,63773597
ENSG00000108592,FTSJ3,-1,63827663,ENSG00000087191,PSMC5,1,63827431
ENSG00000278259,MYO19,-1,36534868,ENSG00000277161,PIGW,1,36534987
ENSG00000277161,PIGW,1,36534987,ENSG00000278259,MYO19,-1,36534868
ENSG00000141499,WRAP53,1,7688477,ENSG00000141510,TP53,-1,7687490
ENSG00000180042,OR1R1P,1,3385930,ENSG00000221882,OR3A2,-1,3386308
ENSG00000129197,RPAIN,1,5420182,ENSG00000108559,NUP88,-1,5419662
ENSG00000072849,DERL2,-1,5486178,ENSG00000167842,MIS12,1,5486566
ENSG00000167842,MIS12,1,5486566,ENSG00000072849,DERL2,-1,5486178
ENSG00000108559,NUP88,-1,5419662,ENSG00000129197,RPAIN,1,5420182
ENSG00000141378,PTRH2,-1,59707430,ENSG00000062716,VMP1,1,59707654
ENSG00000181523,SGSH,-1,80220333,ENSG00000181045,SLC26A11,1,80220427
ENSG00000181045,SLC26A11,1,80220427,ENSG00000181523,SGSH,-1,80220333
ENSG00000087191,PSMC5,1,63827431,ENSG00000108592,FTSJ3,-1,63827663
ENSG00000177302,TOP3A,-1,18314994,ENSG00000176994,SMCR8,1,18315293
ENSG00000176994,SMCR8,1,18315293,ENSG00000177302,TOP3A,-1,18314994
ENSG00000214941,ZSWIM7,-1,15999704,ENSG00000011295,TTC19,1,15999824
ENSG00000011295,TTC19,1,15999824,ENSG00000214941,ZSWIM7,-1,15999704
ENSG00000109065,NAT9,-1,74776345,ENSG00000109066,TMEM104,1,74776499
ENSG00000109066,TMEM104,1,74776499,ENSG00000109065,NAT9,-1,74776345
ENSG00000182446,NPLOC4,-1,81637112,ENSG00000182612,TSPAN10,1,81637196
ENSG00000167291,TBC1D16,-1,80035872,ENSG00000141519,CCDC40,1,80036642
ENSG00000161921,CXCL16,-1,4739928,ENSG00000141497,ZMYND15,1,4739833
ENSG00000169689,CENPX,-1,82022878,ENSG00000169683,LRRC45,1,82023305
ENSG00000169683,LRRC45,1,82023305,ENSG00000169689,CENPX,-1,82022878
ENSG00000169727,GPS1,1,82051898,ENSG00000169733,RFNG,-1,82051811
ENSG00000221882,OR3A2,-1,3386308,ENSG00000180042,OR1R1P,1,3385930
ENSG00000062716,VMP1,1,59707654,ENSG00000141378,PTRH2,-1,59707430
ENSG00000108423,TUBD1,-1,59892943,ENSG00000108443,RPS6KB1,1,59893121
ENSG00000108443,RPS6KB1,1,59893121,ENSG00000108423,TUBD1,-1,59892943
ENSG00000175662,TOM1L2,-1,17972400,ENSG00000171962,DRC3,1,17972862
ENSG00000171962,DRC3,1,17972862,ENSG00000175662,TOM1L2,-1,17972400
ENSG00000171953,ATPAF2,-1,18039168,ENSG00000141034,GID4,1,18039408
ENSG00000141034,GID4,1,18039408,ENSG00000171953,ATPAF2,-1,18039168
ENSG00000141510,TP53,-1,7687490,ENSG00000141499,WRAP53,1,7688477
ENSG00000161547,SRSF2,-1,76737331,ENSG00000092931,MFSD11,1,76738119
ENSG00000206559,ZCWPW2,1,28348721,ENSG00000163512,AZI2,-1,28348824
ENSG00000170860,LSM3,1,14178817,ENSG00000154767,XPC,-1,14178601
ENSG00000163512,AZI2,-1,28348824,ENSG00000206559,ZCWPW2,1,28348721
ENSG00000114388,NPRL2,-1,50350775,ENSG00000114395,CYB561D2,1,50350862
ENSG00000154174,TOMM70,-1,100401089,ENSG00000206535,LNP1,1,100401539
ENSG00000206535,LNP1,1,100401539,ENSG00000154174,TOMM70,-1,100401089
ENSG00000198919,DZIP3,1,108589722,ENSG00000163507,CIP2A,-1,108589438
ENSG00000144848,ATG3,-1,112561962,ENSG00000138459,SLC35A5,1,112562045
ENSG00000138459,SLC35A5,1,112562045,ENSG00000144848,ATG3,-1,112561962
ENSG00000114670,NEK11,1,131026877,ENSG00000034533,ASTE1,-1,131026825
ENSG00000120742,SERP1,-1,150546496,ENSG00000144895,EIF2A,1,150546787
ENSG00000174013,FBXO45,1,196568660,ENSG00000185798,WDR53,-1,196568554
ENSG00000185798,WDR53,-1,196568554,ENSG00000174013,FBXO45,1,196568660
ENSG00000163634,THOC7,-1,63863805,ENSG00000163635,ATXN7,1,63863867
ENSG00000154767,XPC,-1,14178601,ENSG00000170860,LSM3,1,14178817
ENSG00000144840,RABL3,-1,120742516,ENSG00000153767,GTF2E1,1,120742744
ENSG00000163635,ATXN7,1,63863867,ENSG00000163634,THOC7,-1,63863805
ENSG00000214160,ALG3,-1,184248962,ENSG00000284753,EEF1AKMT4,1,184249672
ENSG00000284753,EEF1AKMT4,1,184249672,ENSG00000214160,ALG3,-1,184248962
ENSG00000114859,CLCN2,-1,184361605,ENSG00000163882,POLR2H,1,184361710
ENSG00000114742,WDR48,1,39052016,ENSG00000168356,SCN11A,-1,39051944
ENSG00000136522,MRPL47,-1,179604638,ENSG00000136521,NDUFB5,1,179604794
ENSG00000168356,SCN11A,-1,39051944,ENSG00000114742,WDR48,1,39052016
ENSG00000034533,ASTE1,-1,131026825,ENSG00000114670,NEK11,1,131026877
ENSG00000114395,CYB561D2,1,50350862,ENSG00000114388,NPRL2,-1,50350775
ENSG00000164068,RNF123,1,49689557,ENSG00000173531,MST1,-1,49689474
ENSG00000173531,MST1,-1,49689474,ENSG00000164068,RNF123,1,49689557
ENSG00000114648,KLHL18,1,47282944,ENSG00000088727,KIF9,-1,47282799
ENSG00000183770,FOXL2,-1,138947137,ENSG00000206262,FOXL2NB,1,138947217
ENSG00000206262,FOXL2NB,1,138947217,ENSG00000183770,FOXL2,-1,138947137
ENSG00000114209,PDCD10,-1,167734892,ENSG00000163536,SERPINI1,1,167735721
ENSG00000163536,SERPINI1,1,167735721,ENSG00000114209,PDCD10,-1,167734892
ENSG00000114767,RRP9,-1,51941904,ENSG00000041880,PARP3,1,51942363
ENSG00000163930,BAP1,-1,52410008,ENSG00000010318,PHF7,1,52410660
ENSG00000174007,CEP19,-1,196712250,ENSG00000163964,PIGX,1,196712377
ENSG00000240303,ACAD11,-1,132659809,ENSG00000081307,UBA5,1,132660329
ENSG00000081307,UBA5,1,132660329,ENSG00000240303,ACAD11,-1,132659809
ENSG00000129055,ANAPC13,-1,134485985,ENSG00000182923,CEP63,1,134486057
ENSG00000163320,CGGBP1,-1,88059005,ENSG00000288654,,-1,88058216
ENSG00000163320,CGGBP1,-1,88059005,ENSG00000175105,ZNF654,1,88059255
ENSG00000288654,,-1,88058216,ENSG00000163320,CGGBP1,-1,88059005
ENSG00000175105,ZNF654,1,88059255,ENSG00000163320,CGGBP1,-1,88059005
ENSG00000163684,RPP14,1,58306245,ENSG00000255154,HTD2,1,58306520
ENSG00000136521,NDUFB5,1,179604794,ENSG00000136522,MRPL47,-1,179604638
ENSG00000255154,HTD2,1,58306520,ENSG00000163684,RPP14,1,58306245
ENSG00000067560,RHOA,-1,49411976,ENSG00000145022,TCTA,1,49412423
ENSG00000178700,DHFR2,-1,94062916,ENSG00000178694,NSUN3,1,94063061
ENSG00000178694,NSUN3,1,94063061,ENSG00000178700,DHFR2,-1,94062916
ENSG00000041880,PARP3,1,51942363,ENSG00000114767,RRP9,-1,51941904
ENSG00000206562,METTL6,-1,15427544,ENSG00000144597,EAF1,1,15427598
ENSG00000144597,EAF1,1,15427598,ENSG00000206562,METTL6,-1,15427544
ENSG00000131373,HACL1,-1,15601569,ENSG00000169814,BTD,1,15601745
ENSG00000186792,HYAL3,-1,50299405,ENSG00000243477,NAA80,-1,50299405
ENSG00000243477,NAA80,-1,50299405,ENSG00000186792,HYAL3,-1,50299405
ENSG00000164051,CCDC51,-1,48440119,ENSG00000232112,TMA7,1,48440257
ENSG00000232112,TMA7,1,48440257,ENSG00000164051,CCDC51,-1,48440119
ENSG00000241553,ARPC4,1,9793082,ENSG00000171148,TADA3,-1,9792473
ENSG00000163964,PIGX,1,196712377,ENSG00000174007,CEP19,-1,196712250
ENSG00000016391,CHDH,-1,53846419,ENSG00000056736,IL17RB,1,53846568
ENSG00000056736,IL17RB,1,53846568,ENSG00000016391,CHDH,-1,53846419
ENSG00000171148,TADA3,-1,9792473,ENSG00000241553,ARPC4,1,9793082
ENSG00000129071,MBD4,-1,129439948,ENSG00000163913,IFT122,1,129440224
ENSG00000182923,CEP63,1,134486057,ENSG00000129055,ANAPC13,-1,134485985
ENSG00000088727,KIF9,-1,47282799,ENSG00000114648,KLHL18,1,47282944
ENSG00000144895,EIF2A,1,150546787,ENSG00000120742,SERP1,-1,150546496
ENSG00000173226,IQCB1,-1,121835060,ENSG00000145088,EAF2,1,121835209
ENSG00000145088,EAF2,1,121835209,ENSG00000173226,IQCB1,-1,121835060
ENSG00000010318,PHF7,1,52410660,ENSG00000163930,BAP1,-1,52410008
ENSG00000163507,CIP2A,-1,108589438,ENSG00000198919,DZIP3,1,108589722
ENSG00000163882,POLR2H,1,184361710,ENSG00000114859,CLCN2,-1,184361605
ENSG00000171757,LRRC34,-1,169812904,ENSG00000188306,LRRIQ4,1,169812870
ENSG00000188306,LRRIQ4,1,169812870,ENSG00000171757,LRRC34,-1,169812904
ENSG00000114503,NCBP2,-1,196942528,ENSG00000270170,NCBP2AS2,1,196942674
ENSG00000270170,NCBP2AS2,1,196942674,ENSG00000114503,NCBP2,-1,196942528
ENSG00000160124,MIX23,-1,122383231,ENSG00000114023,FAM162A,1,122384182
ENSG00000114023,FAM162A,1,122384182,ENSG00000160124,MIX23,-1,122383231
ENSG00000138496,PARP9,-1,122564300,ENSG00000163840,DTX3L,1,122564338
ENSG00000163840,DTX3L,1,122564338,ENSG00000138496,PARP9,-1,122564300
ENSG00000145022,TCTA,1,49412423,ENSG00000067560,RHOA,-1,49411976
ENSG00000114473,IQCG,-1,197959991,ENSG00000185621,LMLN,1,197960217
ENSG00000185621,LMLN,1,197960217,ENSG00000114473,IQCG,-1,197959991
ENSG00000114745,GORASP1,-1,39107627,ENSG00000168026,TTC21A,1,39107680
ENSG00000154813,DPH3,-1,16264943,ENSG00000154814,OXNAD1,1,16265212
ENSG00000154814,OXNAD1,1,16265212,ENSG00000154813,DPH3,-1,16264943
ENSG00000163913,IFT122,1,129440224,ENSG00000129071,MBD4,-1,129439948
ENSG00000144645,OSBPL10,-1,31981262,ENSG00000197385,ZNF860,1,31981750
ENSG00000197385,ZNF860,1,31981750,ENSG00000144645,OSBPL10,-1,31981262
ENSG00000163617,CCDC191,-1,114056526,ENSG00000151576,QTRT2,1,114056737
ENSG00000151576,QTRT2,1,114056737,ENSG00000163617,CCDC191,-1,114056526
ENSG00000163938,GNL3,1,52686032,ENSG00000163939,PBRM1,-1,52685913
ENSG00000016864,GLT8D1,-1,52705791,ENSG00000114902,SPCS1,1,52706106
ENSG00000114902,SPCS1,1,52706106,ENSG00000016864,GLT8D1,-1,52705791
ENSG00000168026,TTC21A,1,39107680,ENSG00000114745,GORASP1,-1,39107627
ENSG00000121579,NAA50,-1,113746249,ENSG00000114573,ATP6V1A,1,113747035
